PO_ID,OrderDate,SupplierID,ProductID,OrderQuantity,UnitCost,TotalCost,ExpectedDelivery,ActualDelivery,Status
PO-2022-03778,12/22/2022,SUP112,P00767,403,4.52,1821.96,1/25/2023,1/27/2023,Delivered
PO-2022-03779,4/27/2022,SUP119,P01666,2146,17.58,37731.68,5/28/2022,5/29/2022,Delivered
PO-2022-03780,10/8/2023,SUP090,P01502,3665,47.25,173166.32,10/25/2023,10/20/2023,Delivered
PO-2022-03781,4/29/2023,SUP091,P00950,2029,38.2,77502.96,6/6/2023,6/7/2023,Delivered
PO-2022-03782,8/29/2023,SUP117,P00902,1618,7.45,12054.91,9/27/2023,9/24/2023,Delivered
PO-2022-03783,4/27/2023,SUP010,P01694,2229,30.43,67823.41,6/15/2023,,Shipped
PO-2022-03784,3/2/2022,SUP145,P00428,430,10.34,4447.63,4/20/2022,4/24/2022,Delivered
PO-2022-03785,8/21/2022,SUP105,P00901,3341,32.98,110200.99,10/19/2022,10/24/2022,Delivered
PO-2022-03786,6/12/2023,SUP139,P00915,4090,1.03,4194.08,7/11/2023,7/20/2023,Delivered
PO-2022-03787,1/8/2022,SUP030,P00623,1675,22.08,36984.85,2/26/2022,,Cancelled
PO-2022-03788,7/22/2022,SUP137,P00364,2047,17.19,35198.11,8/8/2022,8/12/2022,Delivered
PO-2022-03789,5/30/2023,SUP084,P01446,4927,40.2,198073.87,6/21/2023,6/26/2023,Delivered
PO-2022-03790,8/16/2022,SUP126,P01010,2919,19.2,56049.17,9/19/2022,9/14/2022,Delivered
PO-2022-03791,11/23/2022,SUP110,P00448,3705,10.2,37801.05,1/15/2023,1/10/2023,Delivered
PO-2022-03792,10/15/2023,SUP001,P01574,858,28.33,24310.75,11/24/2023,11/23/2023,Delivered
PO-2022-03793,2/21/2023,SUP041,P01526,4892,33.74,165070.13,3/23/2023,3/24/2023,Delivered
PO-2022-03794,3/27/2023,SUP089,P01815,3115,34.32,106906.21,5/10/2023,5/15/2023,Delivered
PO-2022-03795,5/2/2023,SUP070,P00228,3682,20.41,75134.23,6/5/2023,6/10/2023,Delivered
PO-2022-03796,4/8/2023,SUP025,P01742,3260,41.97,136829.07,5/5/2023,5/6/2023,Delivered
PO-2022-03797,4/19/2023,SUP026,P00461,2217,43,95335.14,6/13/2023,6/15/2023,Delivered
PO-2022-03798,6/29/2022,SUP052,P01929,2898,26.15,75794.99,8/26/2022,8/23/2022,Delivered
PO-2022-03799,10/6/2023,SUP090,P00098,336,9.14,3070.71,10/23/2023,10/21/2023,Delivered
PO-2022-03800,2/15/2022,SUP111,P00390,4555,16.99,77370.73,4/8/2022,4/5/2022,Delivered
PO-2022-03801,5/30/2023,SUP047,P01390,2585,13.58,35110.18,6/23/2023,6/24/2023,Delivered
PO-2022-03802,1/30/2023,SUP122,P01226,4442,9.26,41120.82,2/20/2023,,Pending
PO-2022-03803,6/29/2023,SUP109,P01301,2770,20.74,57459.48,8/19/2023,8/23/2023,Delivered
PO-2022-03804,8/3/2022,SUP110,P01831,2737,17.05,46679,9/25/2022,10/1/2022,Delivered
PO-2022-03805,6/24/2022,SUP094,P01735,4795,10.9,52249.91,7/16/2022,,Cancelled
PO-2022-03806,3/31/2023,SUP128,P01006,2902,20.69,60043.66,4/20/2023,4/21/2023,Delivered
PO-2022-03807,12/11/2023,SUP040,P01838,2182,10.69,23335.49,1/25/2024,1/30/2024,Delivered
PO-2022-03808,2/1/2023,SUP063,P00323,1883,41.69,78511.5,2/27/2023,3/1/2023,Delivered
PO-2022-03809,4/6/2022,SUP094,P00856,2340,8.73,20439.1,4/28/2022,4/23/2022,Delivered
PO-2022-03810,1/7/2022,SUP081,P00083,2773,46.36,128557.62,2/26/2022,2/26/2022,Delivered
PO-2022-03811,10/19/2023,SUP021,P00009,3356,3.05,10223.59,10/31/2023,10/26/2023,Delivered
PO-2022-03812,4/12/2022,SUP100,P00802,3311,15.4,50977.47,4/22/2022,4/28/2022,Delivered
PO-2022-03813,5/16/2022,SUP010,P01460,1279,26.12,33405.38,7/4/2022,7/5/2022,Delivered
PO-2022-03814,5/3/2023,SUP021,P01825,893,11.39,10173.67,5/15/2023,5/14/2023,Delivered
PO-2022-03815,3/18/2022,SUP110,P00226,838,7.14,5982.72,5/10/2022,5/6/2022,Delivered
PO-2022-03816,3/10/2022,SUP090,P00415,969,38.77,37572.89,3/27/2022,3/25/2022,Delivered
PO-2022-03817,12/5/2022,SUP092,P01918,476,44.23,21055.62,12/25/2022,12/25/2022,Delivered
PO-2022-03818,7/24/2022,SUP072,P00911,1649,31.09,51264.55,8/31/2022,9/3/2022,Delivered
PO-2022-03819,11/2/2023,SUP124,P01370,3165,34.5,109184.32,12/2/2023,12/3/2023,Delivered
PO-2022-03820,1/13/2023,SUP017,P01478,3364,41.44,139411.25,1/22/2023,1/20/2023,Delivered
PO-2022-03821,1/4/2022,SUP001,P01385,933,26.71,24922.92,2/13/2022,2/20/2022,Delivered
PO-2022-03822,5/18/2022,SUP075,P00473,2126,20.58,43742.85,6/4/2022,6/12/2022,Delivered
PO-2022-03823,8/9/2022,SUP070,P01597,1188,17.09,20303.18,9/12/2022,9/18/2022,Delivered
PO-2022-03824,3/14/2022,SUP083,P01212,1148,11.8,13551.16,4/18/2022,4/24/2022,Delivered
PO-2022-03825,8/30/2022,SUP106,P01558,602,35.49,21363.39,9/9/2022,9/11/2022,Delivered
PO-2022-03826,10/24/2023,SUP130,P01796,2173,17.05,37053.49,11/13/2023,11/19/2023,Delivered
PO-2022-03827,1/23/2022,SUP065,P01288,2263,35.93,81312.34,2/23/2022,3/1/2022,Delivered
PO-2022-03828,4/30/2022,SUP033,P00988,2745,30.63,84077.52,5/16/2022,5/16/2022,Delivered
PO-2022-03829,11/11/2022,SUP041,P00162,1492,25.02,37327.51,12/11/2022,12/10/2022,Delivered
PO-2022-03830,6/13/2023,SUP004,P00959,1941,23.73,46058.61,7/15/2023,7/20/2023,Delivered
PO-2022-03831,8/7/2023,SUP068,P01580,3477,11.25,39113.34,9/10/2023,9/5/2023,Delivered
PO-2022-03832,4/8/2022,SUP027,P01750,4450,23.16,103053.26,5/26/2022,5/22/2022,Delivered
PO-2022-03833,5/31/2023,SUP013,P01937,4231,49.6,209855.05,7/4/2023,7/7/2023,Delivered
PO-2022-03834,10/11/2023,SUP085,P00823,2220,2.78,6170.93,12/3/2023,12/1/2023,Delivered
PO-2022-03835,7/14/2022,SUP148,P01019,3943,26.52,104574.86,8/1/2022,7/29/2022,Delivered
PO-2022-03836,2/1/2023,SUP140,P01392,4017,20.98,84275.82,3/21/2023,3/23/2023,Delivered
PO-2022-03837,12/21/2023,SUP148,P01398,254,12.12,3078.2,1/8/2024,1/4/2024,Delivered
PO-2022-03838,6/9/2023,SUP079,P01115,799,27.66,22096.82,7/25/2023,7/23/2023,Delivered
PO-2022-03839,6/24/2023,SUP025,P00012,2043,4.63,9451.23,7/21/2023,7/25/2023,Delivered
PO-2022-03840,8/2/2022,SUP065,P01479,1522,5.12,7793.34,9/2/2022,9/11/2022,Delivered
PO-2022-03841,5/10/2022,SUP026,P01315,2236,39.63,88609.75,7/4/2022,6/30/2022,Delivered
PO-2022-03842,7/26/2022,SUP111,P01083,1954,22.2,43375.29,9/16/2022,,Pending
PO-2022-03843,6/18/2023,SUP134,P01377,384,24.78,9515.6,8/8/2023,8/10/2023,Delivered
PO-2022-03844,2/21/2022,SUP042,P01923,1339,50.2,67219.91,3/27/2022,3/30/2022,Delivered
PO-2022-03845,6/6/2023,SUP129,P01407,844,25.86,21822.61,6/16/2023,6/13/2023,Delivered
PO-2022-03846,10/3/2022,SUP114,P01957,2626,34.89,91623.69,11/26/2022,12/3/2022,Delivered
PO-2022-03847,3/30/2023,SUP008,P00512,1166,46.01,53642.16,4/23/2023,4/21/2023,Delivered
PO-2022-03848,1/29/2023,SUP053,P00198,3471,39.06,135574.9,3/10/2023,3/8/2023,Delivered
PO-2022-03849,6/2/2022,SUP014,P01959,4962,13,64523.01,7/31/2022,7/29/2022,Delivered
PO-2022-03850,9/14/2022,SUP003,P01261,1767,17.16,30324.54,10/20/2022,10/27/2022,Delivered
PO-2022-03851,3/8/2022,SUP007,P00008,1679,42.09,70666.03,4/19/2022,4/27/2022,Delivered
PO-2022-03852,1/25/2022,SUP126,P00196,2269,39.5,89623.92,2/28/2022,2/23/2022,Delivered
PO-2022-03853,10/28/2022,SUP096,P00954,1638,2.75,4503.65,11/11/2022,11/11/2022,Delivered
PO-2022-03854,2/8/2022,SUP043,P00619,2888,10,28881.12,3/17/2022,3/26/2022,Delivered
PO-2022-03855,8/6/2023,SUP084,P00208,504,14.57,7343.83,8/28/2023,8/26/2023,Delivered
PO-2022-03856,9/28/2022,SUP097,P01454,3829,20.65,79072.76,10/31/2022,11/2/2022,Delivered
PO-2022-03857,7/6/2022,SUP022,P01362,2520,39.58,99745.52,8/10/2022,8/18/2022,Delivered
PO-2022-03858,5/1/2023,SUP020,P01883,2232,42.36,94545.18,5/19/2023,5/25/2023,Delivered
PO-2022-03859,6/25/2022,SUP110,P00831,1662,4.12,6839.9,8/17/2022,8/19/2022,Delivered
PO-2022-03860,6/16/2023,SUP008,P00959,3842,25.6,98364.51,7/10/2023,7/14/2023,Delivered
PO-2022-03861,3/22/2022,SUP129,P00018,3240,44.38,143779.57,4/1/2022,4/10/2022,Delivered
PO-2022-03862,12/31/2023,SUP061,P01511,114,9.16,1044.25,2/21/2024,3/1/2024,Delivered
PO-2022-03863,12/8/2023,SUP073,P01105,4231,2.74,11611.45,12/29/2023,,Pending
PO-2022-03864,1/15/2023,SUP144,P00939,4039,28.03,113204.71,2/20/2023,2/24/2023,Delivered
PO-2022-03865,4/30/2023,SUP098,P01627,2811,14.4,40489.55,5/25/2023,5/22/2023,Delivered
PO-2022-03866,7/27/2023,SUP109,P00538,4816,39.21,188851.02,9/16/2023,9/16/2023,Delivered
PO-2022-03867,2/11/2022,SUP055,P00013,3771,17.18,64801.09,3/28/2022,4/2/2022,Delivered
PO-2022-03868,3/16/2022,SUP064,P01173,4162,41.01,170694.4,5/13/2022,5/8/2022,Delivered
PO-2022-03869,11/7/2023,SUP070,P00894,2272,18.67,42407.41,12/11/2023,12/12/2023,Delivered
PO-2022-03870,7/26/2022,SUP035,P01239,1917,52.9,101404.34,9/19/2022,9/14/2022,Delivered
PO-2022-03871,7/20/2022,SUP076,P00285,2210,34.09,75335.33,8/15/2022,8/20/2022,Delivered
PO-2022-03872,4/28/2023,SUP123,P01045,3088,10.89,33626.71,5/13/2023,5/9/2023,Delivered
PO-2022-03873,2/26/2022,SUP047,P01481,4528,36.91,167145.32,3/22/2022,3/17/2022,Delivered
PO-2022-03874,5/30/2022,SUP055,P01006,3965,18.89,74886.43,7/14/2022,7/15/2022,Delivered
PO-2022-03875,10/8/2022,SUP030,P00342,773,33.65,26011.73,11/26/2022,12/3/2022,Delivered
PO-2022-03876,6/30/2023,SUP123,P01445,4125,4.72,19460.2,7/15/2023,,Pending
PO-2022-03877,9/30/2023,SUP052,P01824,4919,9.27,45622.43,11/27/2023,11/22/2023,Delivered
PO-2022-03878,11/10/2023,SUP070,P00582,4786,8.41,40241.23,12/14/2023,,Pending
PO-2022-03879,10/23/2023,SUP019,P01225,4729,30.04,142067.28,12/9/2023,12/14/2023,Delivered
PO-2022-03880,9/26/2023,SUP011,P00855,1384,11.74,16247.93,10/4/2023,10/9/2023,Delivered
PO-2022-03881,9/30/2023,SUP003,P01586,3907,33.39,130458.33,11/5/2023,,Pending
PO-2022-03882,2/14/2022,SUP006,P00931,1602,42.91,68737.55,3/28/2022,3/26/2022,Delivered
PO-2022-03883,5/31/2023,SUP067,P00685,2633,38.13,100388.27,7/24/2023,7/24/2023,Delivered
PO-2022-03884,1/31/2023,SUP058,P00145,2452,46.72,114567.43,2/10/2023,2/15/2023,Delivered
PO-2022-03885,5/30/2022,SUP101,P01288,209,35.81,7485.32,7/3/2022,7/3/2022,Delivered
PO-2022-03886,12/25/2023,SUP079,P00862,560,23.36,13080.77,2/9/2024,2/4/2024,Delivered
PO-2022-03887,4/2/2023,SUP139,P00443,1933,10.33,19974.68,5/1/2023,4/27/2023,Delivered
PO-2022-03888,9/18/2022,SUP019,P00280,3321,34.37,114133.14,11/4/2022,11/6/2022,Delivered
PO-2022-03889,1/12/2022,SUP016,P01535,1665,18.81,31320.84,2/3/2022,2/12/2022,Delivered
PO-2022-03890,8/26/2022,SUP030,P00769,2956,9.62,28431.55,10/14/2022,10/18/2022,Delivered
PO-2022-03891,12/12/2023,SUP044,P00014,4807,41.59,199926.17,1/30/2024,1/25/2024,Delivered
PO-2022-03892,2/25/2023,SUP113,P01418,4202,3.31,13919.02,3/31/2023,3/30/2023,Delivered
PO-2022-03893,12/23/2022,SUP062,P00932,901,20.58,18546.82,1/25/2023,1/29/2023,Delivered
PO-2022-03894,2/14/2022,SUP019,P00745,2823,10.7,30218.22,4/2/2022,4/9/2022,Delivered
PO-2022-03895,11/18/2022,SUP099,P00885,426,50.06,21323.54,12/14/2022,12/16/2022,Delivered
PO-2022-03896,7/22/2023,SUP086,P01439,3670,12.92,47426.79,8/26/2023,8/24/2023,Delivered
PO-2022-03897,11/24/2022,SUP001,P01666,3008,19.09,57437.73,1/3/2023,12/30/2022,Delivered
PO-2022-03898,6/27/2023,SUP103,P01282,1915,22.54,43156.28,8/23/2023,8/25/2023,Delivered
PO-2022-03899,4/18/2023,SUP048,P01587,273,18.01,4918.07,5/30/2023,6/4/2023,Delivered
PO-2022-03900,4/27/2022,SUP094,P01731,2276,48.74,110937.99,5/19/2022,5/19/2022,Delivered
PO-2022-03901,7/9/2022,SUP102,P01693,390,17.78,6933.27,8/25/2022,8/30/2022,Delivered
PO-2022-03902,7/10/2022,SUP063,P01543,3138,19.9,62437.73,8/5/2022,8/4/2022,Delivered
PO-2022-03903,4/1/2022,SUP033,P00462,4830,24.7,119316.4,4/17/2022,4/17/2022,Delivered
PO-2022-03904,6/2/2023,SUP136,P01397,3368,14.49,48786.61,6/14/2023,6/23/2023,Delivered
PO-2022-03905,7/1/2023,SUP055,P01906,4267,20.25,86397.54,8/15/2023,8/19/2023,Delivered
PO-2022-03906,11/2/2023,SUP108,P00008,1897,41.53,78775.54,12/1/2023,11/26/2023,Delivered
PO-2022-03907,1/27/2023,SUP071,P00900,3110,45.88,142685.05,2/19/2023,2/15/2023,Delivered
PO-2022-03908,11/29/2022,SUP024,P00895,3970,30.09,119473.17,1/15/2023,1/19/2023,Delivered
PO-2022-03909,11/3/2022,SUP033,P00419,3708,46.06,170787.06,11/19/2022,11/21/2022,Delivered
PO-2022-03910,12/14/2023,SUP146,P01381,1377,20.63,28402.35,1/13/2024,1/17/2024,Delivered
PO-2022-03911,1/22/2023,SUP147,P01524,113,28.51,3221.85,3/18/2023,3/16/2023,Delivered
PO-2022-03912,10/26/2023,SUP083,P00796,4038,13.44,54274.76,11/30/2023,12/8/2023,Delivered
PO-2022-03913,12/5/2023,SUP125,P00017,4073,30.75,125231.02,1/9/2024,1/6/2024,Delivered
PO-2022-03914,3/22/2022,SUP012,P00166,3333,32.16,107194.5,5/8/2022,,Pending
PO-2022-03915,6/23/2022,SUP113,P00630,1355,17.68,23961.35,7/27/2022,,Pending
PO-2022-03916,8/24/2022,SUP074,P01568,2120,12.02,25487.36,10/9/2022,,Cancelled
PO-2022-03917,3/20/2022,SUP073,P00139,3573,32.09,114645.21,4/10/2022,4/16/2022,Delivered
PO-2022-03918,7/14/2023,SUP088,P00809,1086,42.02,45633.07,9/3/2023,9/6/2023,Delivered
PO-2022-03919,11/8/2023,SUP098,P01445,2334,5.24,12239.7,12/3/2023,12/7/2023,Delivered
PO-2022-03920,9/3/2022,SUP017,P01792,925,10.54,9749.68,9/12/2022,9/18/2022,Delivered
PO-2022-03921,10/19/2022,SUP125,P00592,2834,7.67,21732.22,11/23/2022,11/25/2022,Delivered
PO-2022-03922,11/14/2023,SUP125,P01720,4788,44.77,214359.64,12/19/2023,12/24/2023,Delivered
PO-2022-03923,4/11/2022,SUP077,P01198,2591,20.42,52904.28,5/30/2022,6/2/2022,Delivered
PO-2022-03924,10/5/2023,SUP070,P01310,1962,22.35,43852.38,11/8/2023,,Cancelled
PO-2022-03925,8/22/2023,SUP140,P00018,1969,41.2,81130.19,10/9/2023,10/11/2023,Delivered
PO-2022-03926,10/7/2022,SUP003,P01467,1053,1.72,1814.54,11/12/2022,11/13/2022,Delivered
PO-2022-03927,10/23/2022,SUP078,P00393,208,44.69,9295.64,12/8/2022,12/4/2022,Delivered
PO-2022-03928,11/14/2022,SUP092,P01341,4544,51.61,234524.58,12/4/2022,,Cancelled
PO-2022-03929,7/13/2023,SUP120,P00343,4088,23.19,94789.04,8/7/2023,8/11/2023,Delivered
PO-2022-03930,11/15/2022,SUP089,P00992,1665,47.8,79581.38,12/29/2022,1/2/2023,Delivered
PO-2022-03931,2/22/2023,SUP139,P00205,664,9.99,6635.36,3/23/2023,3/24/2023,Delivered
PO-2022-03932,6/27/2023,SUP002,P00453,1695,24.23,41067.6,7/21/2023,7/18/2023,Delivered
PO-2022-03933,5/28/2023,SUP112,P01712,148,28.87,4273.48,7/1/2023,,Pending
PO-2022-03934,1/27/2023,SUP145,P01129,1549,33.75,52285.62,3/17/2023,3/12/2023,Delivered
PO-2022-03935,8/22/2022,SUP011,P00858,598,3.75,2243.48,8/30/2022,,Pending
PO-2022-03936,1/23/2023,SUP096,P01277,3051,14.7,44864.15,2/6/2023,2/1/2023,Delivered
PO-2022-03937,2/13/2023,SUP139,P00329,3354,38.67,129705.38,3/14/2023,3/9/2023,Delivered
PO-2022-03938,1/5/2022,SUP054,P00980,1756,43.37,76158.57,2/22/2022,,Shipped
PO-2022-03939,8/15/2022,SUP058,P00390,3828,19.11,73153.64,8/25/2022,8/31/2022,Delivered
PO-2022-03940,12/3/2022,SUP102,P01907,4206,31.27,131508.97,1/19/2023,1/25/2023,Delivered
PO-2022-03941,1/9/2022,SUP128,P01147,2923,41.26,120606.72,1/29/2022,1/30/2022,Delivered
PO-2022-03942,2/11/2023,SUP025,P00812,155,14.02,2173.16,3/10/2023,3/11/2023,Delivered
PO-2022-03943,9/2/2022,SUP004,P01442,4426,36.88,163232.57,10/4/2022,10/8/2022,Delivered
PO-2022-03944,12/5/2022,SUP038,P01498,1350,34.58,46678.34,1/24/2023,1/29/2023,Delivered
PO-2022-03945,7/14/2022,SUP013,P01519,4148,5.32,22054.31,8/17/2022,8/21/2022,Delivered
PO-2022-03946,7/11/2023,SUP139,P00657,3651,44.61,162873.42,8/9/2023,8/15/2023,Delivered
PO-2022-03947,8/31/2023,SUP067,P00995,868,30.62,26575.21,10/24/2023,10/29/2023,Delivered
PO-2022-03948,8/26/2022,SUP026,P01251,950,40.32,38301.26,10/20/2022,10/20/2022,Delivered
PO-2022-03949,7/24/2023,SUP107,P00634,3328,23.7,78877.12,8/2/2023,8/7/2023,Delivered
PO-2022-03950,10/25/2023,SUP001,P00990,1716,36.83,63195.43,12/4/2023,,Pending
PO-2022-03951,9/9/2022,SUP142,P01123,277,12.09,3349.38,9/25/2022,9/28/2022,Delivered
PO-2022-03952,2/13/2023,SUP006,P00742,753,6.34,4774.67,3/27/2023,3/22/2023,Delivered
PO-2022-03953,11/4/2022,SUP072,P00757,707,18.97,13414.28,12/12/2022,12/7/2022,Delivered
PO-2022-03954,12/15/2022,SUP027,P01414,1114,6.49,7229.44,2/1/2023,2/10/2023,Delivered
PO-2022-03955,7/22/2023,SUP031,P00541,2638,43.34,114331.94,9/14/2023,9/9/2023,Delivered
PO-2022-03956,10/26/2022,SUP011,P01051,747,39.76,29704.27,11/3/2022,11/2/2022,Delivered
PO-2022-03957,1/13/2022,SUP065,P00259,1223,25.14,30745.85,2/13/2022,2/9/2022,Delivered
PO-2022-03958,8/24/2023,SUP044,P01624,3549,18.9,67077.71,10/12/2023,10/9/2023,Delivered
PO-2022-03959,7/24/2022,SUP082,P01104,3189,26.29,83829.01,9/16/2022,9/14/2022,Delivered
PO-2022-03960,2/27/2022,SUP120,P00597,3799,7.31,27769.22,3/24/2022,3/22/2022,Delivered
PO-2022-03961,12/19/2023,SUP082,P00580,4093,50.18,205404.4,2/11/2024,2/10/2024,Delivered
PO-2022-03962,6/15/2022,SUP046,P01028,719,42.32,30428.16,7/21/2022,7/21/2022,Delivered
PO-2022-03963,6/15/2022,SUP022,P00666,227,26.33,5975.85,7/20/2022,7/28/2022,Delivered
PO-2022-03964,3/10/2023,SUP132,P01561,3789,38.14,144528.41,3/18/2023,3/26/2023,Delivered
PO-2022-03965,5/13/2022,SUP024,P00587,3968,16.41,65120.89,6/29/2022,7/8/2022,Delivered
PO-2022-03966,3/3/2023,SUP039,P00839,961,45.65,43865.45,4/29/2023,5/7/2023,Delivered
PO-2022-03967,11/24/2023,SUP118,P00330,2289,10.43,23881.6,1/14/2024,1/10/2024,Delivered
PO-2022-03968,1/26/2022,SUP144,P01893,1750,9.79,17140.59,3/3/2022,,Shipped
PO-2022-03969,12/26/2022,SUP084,P00095,1056,25.7,27143.87,1/17/2023,1/15/2023,Delivered
PO-2022-03970,10/1/2022,SUP064,P00033,3019,26.57,80200.63,11/28/2022,11/29/2022,Delivered
PO-2022-03971,5/10/2023,SUP029,P01772,4026,16.86,67864.02,6/6/2023,6/11/2023,Delivered
PO-2022-03972,3/11/2023,SUP146,P01933,4483,11.45,51336.96,4/10/2023,4/11/2023,Delivered
PO-2022-03973,2/12/2023,SUP021,P00717,924,42.04,38847.94,2/24/2023,2/20/2023,Delivered
PO-2022-03974,7/15/2023,SUP097,P01462,862,5.25,4522.85,8/17/2023,8/24/2023,Delivered
PO-2022-03975,8/22/2022,SUP098,P00675,4992,20.88,104251.55,9/16/2022,9/19/2022,Delivered
PO-2022-03976,12/7/2022,SUP132,P00872,533,33.12,17653.92,12/15/2022,12/20/2022,Delivered
PO-2022-03977,2/15/2023,SUP109,P00837,2738,2.5,6838.41,4/7/2023,4/3/2023,Delivered
PO-2022-03978,8/15/2022,SUP135,P00180,635,22.71,14418.52,9/24/2022,10/2/2022,Delivered
PO-2022-03979,4/8/2023,SUP014,P00659,3207,45.5,145919.86,6/6/2023,6/3/2023,Delivered
PO-2022-03980,1/17/2022,SUP120,P01613,3806,5.29,20140.74,2/11/2022,2/10/2022,Delivered
PO-2022-03981,11/17/2023,SUP141,P00263,2541,40.24,102243.29,1/13/2024,1/9/2024,Delivered
PO-2022-03982,12/2/2023,SUP109,P01168,2501,44.56,111438.47,1/22/2024,1/18/2024,Delivered
PO-2022-03983,12/16/2023,SUP002,P00950,1013,35.06,35516.51,1/9/2024,1/18/2024,Delivered
PO-2022-03984,3/24/2023,SUP099,P01544,711,19.68,13992.32,4/19/2023,4/15/2023,Delivered
PO-2022-03985,7/16/2023,SUP090,P01790,1150,18.69,21489.52,8/2/2023,,Cancelled
PO-2022-03986,2/14/2022,SUP033,P00479,4851,28.83,139861.9,3/2/2022,3/3/2022,Delivered
PO-2022-03987,12/3/2022,SUP026,P01172,3786,15.71,59491.82,1/27/2023,1/24/2023,Delivered
PO-2022-03988,1/20/2023,SUP098,P01125,3285,15.94,52374.56,2/14/2023,2/20/2023,Delivered
PO-2022-03989,6/23/2023,SUP087,P01214,2978,1.11,3297.71,7/18/2023,7/19/2023,Delivered
PO-2022-03990,7/8/2022,SUP040,P00870,3775,33.36,125939.32,8/22/2022,8/31/2022,Delivered
PO-2022-03991,5/11/2022,SUP059,P00152,1228,28.42,34901.56,5/30/2022,5/29/2022,Delivered
PO-2022-03992,3/8/2023,SUP074,P01705,1428,42.11,60139.99,4/23/2023,4/24/2023,Delivered
PO-2022-03993,6/28/2023,SUP146,P01092,253,33.36,8438.82,7/28/2023,7/27/2023,Delivered
PO-2022-03994,4/18/2022,SUP053,P01210,553,31.61,17482.82,5/28/2022,5/29/2022,Delivered
PO-2022-03995,3/25/2023,SUP072,P01169,4473,22.79,101930.26,5/2/2023,,Cancelled
PO-2022-03996,2/16/2022,SUP038,P00769,4144,9.52,39460.15,4/7/2022,4/3/2022,Delivered
PO-2022-03997,3/5/2023,SUP041,P00377,3706,4.92,18241.38,4/4/2023,4/9/2023,Delivered
PO-2022-03998,11/21/2022,SUP087,P00316,320,44.99,14398.33,12/16/2022,12/21/2022,Delivered
PO-2022-03999,3/26/2022,SUP138,P01028,1830,44.84,82053.03,5/12/2022,5/19/2022,Delivered
PO-2022-04000,6/16/2022,SUP034,P01944,3666,4.33,15876.46,7/21/2022,,Shipped
PO-2022-04001,3/9/2023,SUP093,P01622,2030,12.04,24440.08,4/25/2023,4/21/2023,Delivered
PO-2022-04002,11/28/2023,SUP131,P01969,3395,40.09,136099.21,1/11/2024,1/20/2024,Delivered
PO-2022-04003,10/12/2022,SUP006,P00308,444,41.03,18215.91,11/23/2022,12/1/2022,Delivered
PO-2022-04004,4/9/2023,SUP031,P01801,549,44.09,24206.06,6/2/2023,6/1/2023,Delivered
PO-2022-04005,10/8/2023,SUP072,P01261,1045,18.39,19222.65,11/15/2023,,Pending
PO-2022-04006,9/7/2022,SUP003,P01259,4338,1.03,4473.91,10/13/2022,10/22/2022,Delivered
PO-2022-04007,11/23/2022,SUP119,P01732,3878,34.77,134827.67,12/24/2022,,Pending
PO-2022-04008,10/14/2023,SUP125,P01119,1814,42.6,77277.11,11/18/2023,11/25/2023,Delivered
PO-2022-04009,6/9/2023,SUP092,P00418,2843,24.54,69768.61,6/29/2023,6/26/2023,Delivered
PO-2022-04010,8/18/2023,SUP104,P01203,3014,37.81,113946.38,9/18/2023,9/21/2023,Delivered
PO-2022-04011,12/22/2023,SUP072,P00806,3807,39.22,149297.46,1/29/2024,2/5/2024,Delivered
PO-2022-04012,8/4/2022,SUP108,P00470,279,46.73,13037.22,9/2/2022,9/5/2022,Delivered
PO-2022-04013,11/12/2023,SUP056,P01902,1927,22.84,44017.65,12/5/2023,12/7/2023,Delivered
PO-2022-04014,4/24/2023,SUP088,P00753,3269,30.17,98632.93,6/14/2023,6/9/2023,Delivered
PO-2022-04015,11/23/2022,SUP131,P01506,4966,28.52,141612.11,1/6/2023,1/12/2023,Delivered
PO-2022-04016,1/15/2022,SUP141,P00696,4676,18.69,87373.3,3/13/2022,3/8/2022,Delivered
PO-2022-04017,4/30/2023,SUP025,P01357,2174,44.37,96454.28,5/27/2023,,Cancelled
PO-2022-04018,10/20/2023,SUP100,P01310,513,24.7,12671.83,10/30/2023,11/3/2023,Delivered
PO-2022-04019,10/17/2022,SUP004,P01010,4482,20.37,91298.32,11/18/2022,11/17/2022,Delivered
PO-2022-04020,8/4/2023,SUP146,P00139,3419,27.51,94071.68,9/3/2023,,Pending
PO-2022-04021,11/1/2022,SUP021,P01407,2373,29.06,68960.03,11/13/2022,11/11/2022,Delivered
PO-2022-04022,9/19/2023,SUP110,P01716,3249,42.08,136710.61,11/11/2023,11/11/2023,Delivered
PO-2022-04023,5/20/2023,SUP102,P01622,2754,11.32,31177.23,7/6/2023,7/1/2023,Delivered
PO-2022-04024,9/5/2022,SUP041,P00531,1679,29.27,49151.12,10/5/2022,10/9/2022,Delivered
PO-2022-04025,8/8/2022,SUP137,P01167,1818,26.72,48583.19,8/25/2022,8/21/2022,Delivered
PO-2022-04026,7/14/2023,SUP063,P00220,2514,4.74,11904.75,8/9/2023,8/12/2023,Delivered
PO-2022-04027,11/18/2023,SUP035,P01019,1859,22.57,41959.69,1/12/2024,1/18/2024,Delivered
PO-2022-04028,8/22/2022,SUP068,P00743,3134,43.24,135504.92,9/25/2022,10/2/2022,Delivered
PO-2022-04029,2/7/2023,SUP076,P01174,774,28.11,21760.32,3/5/2023,3/9/2023,Delivered
