ProductID,ProductName,Category,Formulation,UnitCost,SellingPrice,MinStockLevel,MaxStockLevel,ReorderPoint,Manufacturer,LastPriceUpdate
P01517,Analgesic_Drug_262_409mg,Analgesic,Injection,8.84,38.56,208,2812,312,Bristol-Myers Squibb,10/24/2022
P01518,Antibiotic_Drug_597_481mg,Antibiotic,Capsule,39.86,190.02,329,2792,493,Bayer,1/21/2023
P01519,Antiviral_Drug_414_278mg,Antiviral,Suppository,5.12,20.71,287,1258,430,Johnson & Johnson,1/16/2022
P01520,Cardiovascular_Drug_321_139mg,Cardiovascular,Cream,3.06,10.44,375,2695,562,Bayer,4/19/2023
P01521,Respiratory_Drug_446_94mg,Respiratory,Syrup,22.18,109.52,269,2510,403,Roche,10/29/2023
P01522,Ophthalmic_Drug_475_116mg,Ophthalmic,Capsule,18.66,61.42,354,1928,531,Sanofi,7/24/2023
P01523,Hormone_Drug_337_26mg,Hormone,Inhaler,6.3,20.69,458,2452,687,Johnson & Johnson,11/1/2023
P01524,Vaccine_Drug_599_267mg,Vaccine,Ointment,29.28,89.66,464,1856,696,Roche,9/3/2023
P01525,Antiviral_Drug_401_28mg,Antiviral,Syrup,13.3,56.07,269,905,403,Novartis,5/26/2023
P01526,Diabetes_Drug_454_250mg,Diabetes,Ointment,36.49,172.38,371,816,556,AbbVie,12/17/2022
P01527,Hormone_Drug_858_492mg,Hormone,Cream,14.78,71.84,445,2117,667,Pfizer,3/16/2023
P01528,Oncology_Drug_792_226mg,Oncology,Injection,35.57,91.5,157,1768,235,Merck,2/18/2022
P01529,Vaccine_Drug_336_433mg,Vaccine,Ointment,48.72,106.15,407,1645,610,Pfizer,2/20/2023
P01530,Gastrointestinal_Drug_756_149mg,Gastrointestinal,Inhaler,29.42,66.7,195,1327,292,GSK,4/21/2022
P01531,Ophthalmic_Drug_793_50mg,Ophthalmic,Inhaler,39.25,112.27,63,1657,94,Merck,11/10/2022
P01532,Vaccine_Drug_606_57mg,Vaccine,Tablet,48.78,225.38,213,1331,319,Sanofi,3/13/2022
P01533,Vaccine_Drug_66_368mg,Vaccine,Inhaler,34.77,80.69,117,1716,175,AstraZeneca,2/13/2023
P01534,Ophthalmic_Drug_643_325mg,Ophthalmic,Tablet,19.47,44.8,151,1385,226,Purdue,4/23/2023
P01535,Vaccine_Drug_915_231mg,Vaccine,Suppository,19.77,59.13,340,987,510,Sanofi,3/17/2023
P01536,Ophthalmic_Drug_612_294mg,Ophthalmic,Ointment,7.1,34.87,449,2159,673,Merck,11/12/2023
P01537,Hormone_Drug_620_387mg,Hormone,Inhaler,9.74,34.47,348,598,522,Sanofi,4/25/2022
P01538,Ophthalmic_Drug_657_291mg,Ophthalmic,Capsule,44.78,115.64,59,1182,88,Roche,8/1/2022
P01539,Ophthalmic_Drug_992_247mg,Ophthalmic,Syrup,27.54,108.49,54,2778,81,AstraZeneca,5/7/2023
P01540,Analgesic_Drug_586_307mg,Analgesic,Capsule,21.74,84.32,218,1291,327,AstraZeneca,7/4/2023
P01541,Ophthalmic_Drug_504_499mg,Ophthalmic,Tablet,8.5,23.87,492,1342,738,Merck,2/12/2022
P01542,Antibiotic_Drug_303_169mg,Antibiotic,Suppository,39.47,107.04,224,1498,336,Purdue,10/7/2022
P01543,Analgesic_Drug_557_386mg,Analgesic,Syrup,21.49,79.04,77,1546,115,Novo Nordisk,12/25/2022
P01544,Antidepressant_Drug_228_202mg,Antidepressant,Injection,17.96,76.15,399,1561,598,Johnson & Johnson,9/18/2023
P01545,Analgesic_Drug_68_228mg,Analgesic,Cream,49.97,200.43,172,2208,258,Bristol-Myers Squibb,6/11/2022
P01546,Antidepressant_Drug_376_408mg,Antidepressant,Ointment,22.22,54.05,492,2970,738,Bristol-Myers Squibb,9/26/2023
P01547,Antidepressant_Drug_96_262mg,Antidepressant,Injection,13.99,38.7,403,1659,604,Bayer,9/24/2023
P01548,Vaccine_Drug_975_25mg,Vaccine,Tablet,30.41,86.73,391,1669,586,Johnson & Johnson,12/11/2022
P01549,Respiratory_Drug_586_482mg,Respiratory,Ointment,19.15,39.46,382,1321,573,Bayer,7/10/2022
P01550,Vitamin_Drug_142_357mg,Vitamin,Cream,8.92,27.71,122,2715,183,AstraZeneca,11/4/2023
P01551,Antiviral_Drug_290_462mg,Antiviral,Injection,42.8,189.08,99,2033,148,Novo Nordisk,5/25/2023
P01552,Diabetes_Drug_507_346mg,Diabetes,Ointment,25.44,124.04,130,2703,195,Bayer,5/27/2022
P01553,Cardiovascular_Drug_519_157mg,Cardiovascular,Injection,3.42,15.55,220,568,330,Sanofi,11/13/2023
P01554,Ophthalmic_Drug_13_154mg,Ophthalmic,Capsule,1.44,3.9,323,2598,484,Roche,1/3/2022
P01555,Vaccine_Drug_847_256mg,Vaccine,Injection,30.47,133.13,147,2011,220,Purdue,7/23/2023
P01556,Gastrointestinal_Drug_367_60mg,Gastrointestinal,Inhaler,32.34,71.2,378,2090,567,Johnson & Johnson,6/22/2023
P01557,Cardiovascular_Drug_429_73mg,Cardiovascular,Inhaler,25.21,97.33,384,1748,576,AbbVie,12/11/2023
P01558,Ophthalmic_Drug_794_28mg,Ophthalmic,Cream,34.27,158.35,345,2434,517,Novartis,3/26/2022
P01559,Vaccine_Drug_99_387mg,Vaccine,Capsule,35.99,165.65,239,511,358,Merck,7/26/2023
P01560,Antidepressant_Drug_655_402mg,Antidepressant,Suppository,30.25,99.33,229,1296,343,Pfizer,5/14/2023
P01561,Antibiotic_Drug_887_421mg,Antibiotic,Tablet,41.44,91.14,365,1689,547,Pfizer,4/13/2023
P01562,Gastrointestinal_Drug_314_259mg,Gastrointestinal,Tablet,31.53,109.84,304,1458,456,Novo Nordisk,5/8/2023
P01563,Antiviral_Drug_366_372mg,Antiviral,Inhaler,7.24,28.59,452,2353,678,Purdue,4/5/2023
P01564,Antiviral_Drug_942_290mg,Antiviral,Injection,48.59,114.36,338,1746,507,Novo Nordisk,12/17/2022
P01565,Respiratory_Drug_806_470mg,Respiratory,Inhaler,35.55,161.78,478,2588,717,Bristol-Myers Squibb,6/28/2023
P01566,Antibiotic_Drug_142_251mg,Antibiotic,Capsule,18.36,86.62,343,1109,514,Novartis,9/24/2023
P01567,Ophthalmic_Drug_236_48mg,Ophthalmic,Ointment,10,31.37,247,2631,370,AstraZeneca,2/21/2022
P01568,Vitamin_Drug_938_300mg,Vitamin,Cream,12.02,55.69,422,2073,633,Merck,8/3/2023
P01569,Diabetes_Drug_419_186mg,Diabetes,Cream,17.4,44.4,490,2990,735,Purdue,9/15/2022
P01570,Respiratory_Drug_840_429mg,Respiratory,Syrup,17.44,51.9,442,2417,663,GSK,2/12/2022
P01571,Vitamin_Drug_334_310mg,Vitamin,Inhaler,43.57,157.27,96,2817,144,Novo Nordisk,12/13/2022
P01572,Gastrointestinal_Drug_37_107mg,Gastrointestinal,Cream,20.46,53.94,141,2343,211,Purdue,6/14/2023
P01573,Gastrointestinal_Drug_196_78mg,Gastrointestinal,Injection,29.08,60.23,216,763,324,Johnson & Johnson,5/21/2023
P01574,Cardiovascular_Drug_854_214mg,Cardiovascular,Suppository,28.2,119.21,423,1835,634,Roche,1/16/2022
P01575,Antipsychotic_Drug_896_244mg,Antipsychotic,Capsule,46.67,193.76,397,604,595,Purdue,2/16/2022
P01576,Dermatological_Drug_818_221mg,Dermatological,Tablet,26.9,77.27,50,2691,75,Merck,7/7/2023
P01577,Ophthalmic_Drug_857_178mg,Ophthalmic,Injection,46.9,210.15,364,1518,546,Bayer,12/23/2022
P01578,Hormone_Drug_700_308mg,Hormone,Syrup,14.46,60.62,256,733,384,Sanofi,1/13/2023
P01579,Respiratory_Drug_245_206mg,Respiratory,Tablet,21.71,85.85,307,1216,460,Sanofi,9/5/2022
P01580,Antidepressant_Drug_598_23mg,Antidepressant,Tablet,11.54,30.16,289,2108,433,Purdue,7/18/2022
P01581,Dermatological_Drug_775_92mg,Dermatological,Suppository,31.09,79.73,388,2482,582,Johnson & Johnson,3/30/2023
P01582,Gastrointestinal_Drug_59_397mg,Gastrointestinal,Tablet,46.31,107.07,408,1865,612,GSK,3/3/2022
P01583,Oncology_Drug_429_146mg,Oncology,Tablet,49.6,104.95,265,2803,397,GSK,12/7/2023
P01584,Dermatological_Drug_304_103mg,Dermatological,Ointment,4.5,9.44,294,1256,441,Johnson & Johnson,2/16/2023
P01585,Vaccine_Drug_516_474mg,Vaccine,Tablet,9.12,45.11,85,1910,127,Roche,10/21/2023
P01586,Antiviral_Drug_162_227mg,Antiviral,Ointment,33.31,98.27,482,2011,723,Bayer,8/18/2022
P01587,Antibiotic_Drug_857_410mg,Antibiotic,Capsule,18.3,88.76,105,2113,157,Purdue,3/23/2022
P01588,Vaccine_Drug_193_106mg,Vaccine,Capsule,20.34,63.41,238,2763,357,AstraZeneca,7/12/2022
P01589,Hormone_Drug_964_71mg,Hormone,Tablet,42.77,182.61,186,1667,279,Novartis,1/5/2023
P01590,Gastrointestinal_Drug_947_269mg,Gastrointestinal,Tablet,24.83,66.4,433,1419,649,Roche,1/13/2022
P01591,Vaccine_Drug_340_353mg,Vaccine,Injection,4.88,19.37,411,2299,616,Merck,10/27/2022
P01592,Ophthalmic_Drug_368_169mg,Ophthalmic,Inhaler,21.9,83.63,198,1267,297,Sanofi,9/1/2022
P01593,Vitamin_Drug_449_401mg,Vitamin,Suppository,9.95,42.3,335,1293,502,Roche,8/20/2023
P01594,Cardiovascular_Drug_872_213mg,Cardiovascular,Ointment,37.25,102.68,486,1627,729,AbbVie,3/22/2022
P01595,Cardiovascular_Drug_377_326mg,Cardiovascular,Cream,30.27,103.44,203,2165,304,Merck,7/23/2022
P01596,Diabetes_Drug_688_262mg,Diabetes,Ointment,40.51,100.97,320,642,480,AbbVie,3/2/2023
P01597,Vaccine_Drug_930_64mg,Vaccine,Inhaler,18.68,74.87,462,958,693,Sanofi,11/17/2023
P01598,Gastrointestinal_Drug_59_21mg,Gastrointestinal,Syrup,39.55,119.31,455,2704,682,Roche,11/11/2023
P01599,Dermatological_Drug_757_106mg,Dermatological,Tablet,13.37,27.48,370,817,555,Roche,9/17/2023
P01600,Antidepressant_Drug_949_70mg,Antidepressant,Capsule,33.24,72.85,209,1178,313,Novo Nordisk,9/12/2023
P01601,Antidepressant_Drug_194_308mg,Antidepressant,Injection,38.12,89.73,182,2430,273,Merck,3/15/2023
P01602,Dermatological_Drug_483_223mg,Dermatological,Suppository,10.88,35.79,286,2664,429,GSK,5/31/2023
P01603,Antibiotic_Drug_964_20mg,Antibiotic,Injection,33.1,116.57,171,1091,256,Bayer,2/28/2022
P01604,Vitamin_Drug_550_117mg,Vitamin,Tablet,10.78,23.5,324,2305,486,Roche,5/13/2023
P01605,Vaccine_Drug_398_265mg,Vaccine,Suppository,20.51,88.52,288,1921,432,AstraZeneca,12/26/2022
P01606,Cardiovascular_Drug_634_241mg,Cardiovascular,Suppository,7.31,33.38,164,2232,246,Johnson & Johnson,5/15/2022
P01607,Antibiotic_Drug_386_303mg,Antibiotic,Capsule,25.17,115.08,319,2085,478,Novartis,9/18/2022
P01608,Vitamin_Drug_773_113mg,Vitamin,Injection,26.03,95.54,423,1363,634,Merck,11/5/2023
P01609,Oncology_Drug_204_473mg,Oncology,Tablet,22.19,98.75,489,516,733,GSK,5/14/2023
P01610,Antibiotic_Drug_992_78mg,Antibiotic,Cream,4.23,16.36,105,1829,157,Pfizer,5/15/2022
P01611,Ophthalmic_Drug_522_69mg,Ophthalmic,Capsule,23.04,83.66,390,1398,585,Merck,10/6/2023
P01612,Vitamin_Drug_18_93mg,Vitamin,Injection,30.41,107.68,485,793,727,AbbVie,7/17/2023
P01613,Diabetes_Drug_836_225mg,Diabetes,Suppository,4.91,22.42,115,2688,172,GSK,11/1/2023
P01614,Diabetes_Drug_856_432mg,Diabetes,Ointment,11.58,27.6,285,2877,427,Bayer,12/29/2023
P01615,Hormone_Drug_810_471mg,Hormone,Tablet,25.24,73.19,229,2151,343,Bayer,9/12/2023
P01616,Antiviral_Drug_117_357mg,Antiviral,Suppository,1.28,5.06,494,2986,741,AstraZeneca,10/8/2022
P01617,Hormone_Drug_466_115mg,Hormone,Ointment,3.95,8.87,477,1861,715,AbbVie,5/22/2022
P01618,Hormone_Drug_514_158mg,Hormone,Suppository,2.24,9.52,79,530,118,Pfizer,1/5/2023
P01619,Diabetes_Drug_106_97mg,Diabetes,Inhaler,43.77,200.94,279,2774,418,Johnson & Johnson,7/14/2022
P01620,Oncology_Drug_315_128mg,Oncology,Suppository,10.41,49.07,81,592,121,AbbVie,4/16/2022
P01621,Analgesic_Drug_557_298mg,Analgesic,Suppository,16.86,82.58,358,2913,537,Novartis,11/20/2023
P01622,Antibiotic_Drug_11_306mg,Antibiotic,Injection,11.9,59.49,468,1645,702,AbbVie,2/16/2023
P01623,Gastrointestinal_Drug_92_409mg,Gastrointestinal,Syrup,20.77,85.31,380,2164,570,GSK,8/16/2022
P01624,Antibiotic_Drug_845_243mg,Antibiotic,Capsule,18.34,85.73,438,1973,657,Sanofi,11/21/2023
P01625,Vaccine_Drug_695_28mg,Vaccine,Ointment,20.15,97.52,379,969,568,Novo Nordisk,2/24/2023
P01626,Respiratory_Drug_762_494mg,Respiratory,Suppository,16.53,67.99,428,2855,642,Purdue,11/22/2022
P01627,Vaccine_Drug_789_320mg,Vaccine,Tablet,15.69,41.45,381,2797,571,Purdue,10/29/2023
P01628,Respiratory_Drug_409_69mg,Respiratory,Tablet,4.44,18.06,375,2296,562,Purdue,9/9/2023
P01629,Antiviral_Drug_840_495mg,Antiviral,Suppository,13.6,50.21,420,1176,630,Novo Nordisk,11/9/2022
P01630,Ophthalmic_Drug_490_403mg,Ophthalmic,Tablet,3.57,17.3,176,690,264,Novartis,3/28/2022
P01631,Diabetes_Drug_387_146mg,Diabetes,Ointment,26.12,105.19,202,1118,303,GSK,5/2/2023
P01632,Respiratory_Drug_247_254mg,Respiratory,Cream,20.5,99.61,78,2035,117,GSK,8/3/2022
P01633,Hormone_Drug_372_113mg,Hormone,Syrup,28.76,70.41,301,2600,451,Bayer,4/7/2022
P01634,Antidepressant_Drug_147_172mg,Antidepressant,Inhaler,1.12,3.64,112,2100,168,AbbVie,1/12/2022
P01635,Antidepressant_Drug_220_398mg,Antidepressant,Cream,13.48,64.33,391,2321,586,Novartis,6/15/2022
P01636,Dermatological_Drug_564_319mg,Dermatological,Capsule,47.18,159.63,238,1643,357,Bayer,11/8/2023
P01637,Cardiovascular_Drug_335_160mg,Cardiovascular,Ointment,27.43,126.11,313,2000,469,Sanofi,1/17/2023
P01638,Analgesic_Drug_919_424mg,Analgesic,Tablet,36.16,154.22,54,2581,81,Pfizer,12/14/2022
P01639,Antidepressant_Drug_790_271mg,Antidepressant,Cream,3.41,10.24,406,997,609,Merck,3/26/2023
P01640,Dermatological_Drug_800_277mg,Dermatological,Tablet,48.21,160.59,477,2630,715,Purdue,10/17/2022
P01641,Analgesic_Drug_777_199mg,Analgesic,Injection,41.14,205.22,207,2368,310,Bristol-Myers Squibb,7/26/2022
P01642,Vaccine_Drug_265_493mg,Vaccine,Suppository,45.34,166.85,295,872,442,AbbVie,1/23/2022
P01643,Oncology_Drug_903_361mg,Oncology,Tablet,17.28,58.95,253,1665,379,Novo Nordisk,5/15/2023
P01644,Vaccine_Drug_69_190mg,Vaccine,Suppository,49.65,110.02,228,1074,342,AstraZeneca,6/2/2023
P01645,Antiviral_Drug_31_6mg,Antiviral,Tablet,32.07,66.46,256,1078,384,GSK,12/19/2022
P01646,Dermatological_Drug_289_484mg,Dermatological,Capsule,9.45,42.03,189,2476,283,Bayer,2/4/2023
P01647,Vitamin_Drug_888_356mg,Vitamin,Cream,19.18,74.85,198,2239,297,Roche,1/17/2023
P01648,Antipsychotic_Drug_73_449mg,Antipsychotic,Ointment,21.12,97.12,125,889,187,Novartis,9/16/2022
P01649,Respiratory_Drug_6_6mg,Respiratory,Ointment,22.9,63.39,240,647,360,Sanofi,1/10/2022
P01650,Antiviral_Drug_838_151mg,Antiviral,Capsule,38.8,79.95,162,529,243,Pfizer,6/30/2023
P01651,Gastrointestinal_Drug_499_22mg,Gastrointestinal,Syrup,40.8,101.43,336,2938,504,Novartis,6/21/2022
P01652,Hormone_Drug_787_304mg,Hormone,Capsule,47.21,119.86,256,952,384,Bristol-Myers Squibb,12/9/2023
P01653,Cardiovascular_Drug_176_343mg,Cardiovascular,Syrup,41.91,179.6,320,1633,480,AstraZeneca,9/6/2023
P01654,Antidepressant_Drug_959_337mg,Antidepressant,Ointment,5.21,23.6,262,1986,393,AstraZeneca,7/2/2022
P01655,Antiviral_Drug_10_494mg,Antiviral,Syrup,19.24,54.64,283,2791,424,Bristol-Myers Squibb,7/20/2022
P01656,Hormone_Drug_915_415mg,Hormone,Ointment,19.75,58.81,486,2793,729,Novo Nordisk,1/2/2023
P01657,Vaccine_Drug_86_55mg,Vaccine,Capsule,30.77,75.71,250,2157,375,Purdue,2/25/2023
P01658,Oncology_Drug_988_198mg,Oncology,Tablet,37.24,162.03,96,2263,144,AstraZeneca,11/18/2023
P01659,Antibiotic_Drug_412_461mg,Antibiotic,Syrup,38.31,190.17,310,785,465,Roche,1/31/2022
P01660,Antidepressant_Drug_440_473mg,Antidepressant,Injection,45.66,228.02,398,2418,597,AbbVie,12/4/2022
P01661,Antibiotic_Drug_437_192mg,Antibiotic,Inhaler,13.19,43.48,200,864,300,Roche,6/27/2022
P01662,Oncology_Drug_223_259mg,Oncology,Ointment,20.67,88.77,322,1712,483,Merck,6/5/2022
P01663,Oncology_Drug_766_442mg,Oncology,Inhaler,1.51,5.9,222,902,333,Sanofi,8/26/2023
P01664,Cardiovascular_Drug_743_29mg,Cardiovascular,Tablet,10.15,35.84,492,2848,738,Novartis,8/2/2022
P01665,Antibiotic_Drug_483_262mg,Antibiotic,Suppository,43.84,110.17,116,2097,174,Novo Nordisk,12/18/2023
P01666,Vitamin_Drug_43_117mg,Vitamin,Ointment,18.69,85.16,454,1486,681,Pfizer,12/16/2023
P01667,Hormone_Drug_245_209mg,Hormone,Tablet,28.94,89.66,297,2705,445,Novartis,8/4/2023
P01668,Vaccine_Drug_520_369mg,Vaccine,Injection,17.57,48.36,324,991,486,Purdue,11/7/2022
P01669,Ophthalmic_Drug_77_78mg,Ophthalmic,Injection,13.96,34.2,150,1955,225,Sanofi,5/24/2022
P01670,Ophthalmic_Drug_368_247mg,Ophthalmic,Inhaler,14.8,56.43,296,1264,444,Novo Nordisk,6/3/2023
P01671,Vaccine_Drug_622_114mg,Vaccine,Capsule,48.32,97.83,356,2849,534,AstraZeneca,10/15/2022
P01672,Respiratory_Drug_423_404mg,Respiratory,Capsule,22.58,93.06,387,549,580,Merck,7/19/2023
P01673,Antipsychotic_Drug_232_373mg,Antipsychotic,Capsule,13.45,39.27,348,2186,522,Bayer,10/9/2023
P01674,Gastrointestinal_Drug_65_2mg,Gastrointestinal,Ointment,10.69,38.97,181,2881,271,GSK,8/31/2022
P01675,Vaccine_Drug_601_490mg,Vaccine,Syrup,35.72,78.72,98,1487,147,AstraZeneca,1/16/2022
P01676,Oncology_Drug_283_104mg,Oncology,Capsule,30.5,102.63,410,1558,615,Roche,3/22/2022
P01677,Oncology_Drug_369_242mg,Oncology,Capsule,3.29,15.91,80,1203,120,GSK,8/31/2022
P01678,Antiviral_Drug_771_17mg,Antiviral,Injection,41.49,115.58,127,801,190,Bristol-Myers Squibb,11/13/2022
P01679,Cardiovascular_Drug_668_178mg,Cardiovascular,Tablet,9.73,44.54,395,2453,592,Novartis,5/21/2023
P01680,Respiratory_Drug_332_406mg,Respiratory,Suppository,40.24,140.05,65,2559,97,Novartis,7/14/2022
P01681,Ophthalmic_Drug_9_309mg,Ophthalmic,Ointment,36.5,93.29,494,1833,741,Purdue,12/5/2023
P01682,Hormone_Drug_91_456mg,Hormone,Injection,39.32,192.82,493,578,739,AstraZeneca,11/10/2022
P01683,Antiviral_Drug_594_132mg,Antiviral,Capsule,12.96,54.26,284,886,426,Pfizer,4/7/2023
P01684,Cardiovascular_Drug_241_26mg,Cardiovascular,Cream,29.31,64.35,185,1061,277,Roche,6/3/2022
P01685,Ophthalmic_Drug_468_49mg,Ophthalmic,Syrup,44.27,182.57,191,545,286,GSK,2/13/2022
P01686,Antibiotic_Drug_955_273mg,Antibiotic,Capsule,1.91,7.97,443,2309,664,Pfizer,8/4/2022
P01687,Vitamin_Drug_473_484mg,Vitamin,Syrup,49.06,150.55,303,1170,454,Roche,4/3/2023
P01688,Hormone_Drug_765_150mg,Hormone,Cream,38.42,156.14,72,1738,108,Purdue,1/16/2023
P01689,Vitamin_Drug_121_295mg,Vitamin,Suppository,44.18,144.18,169,955,253,Purdue,5/23/2022
P01690,Antipsychotic_Drug_261_231mg,Antipsychotic,Capsule,25.79,82.42,303,2876,454,Sanofi,8/18/2022
P01691,Oncology_Drug_425_193mg,Oncology,Ointment,15.96,76.24,450,2656,675,Novartis,1/13/2023
P01692,Ophthalmic_Drug_259_335mg,Ophthalmic,Cream,13.58,45.34,134,2045,201,Merck,9/23/2023
P01693,Oncology_Drug_701_452mg,Oncology,Tablet,19.13,64.03,300,2871,450,AbbVie,8/19/2023
P01694,Gastrointestinal_Drug_237_466mg,Gastrointestinal,Inhaler,32.11,149.66,162,716,243,GSK,3/8/2023
P01695,Analgesic_Drug_37_64mg,Analgesic,Ointment,48.03,187.28,268,1557,402,AstraZeneca,6/1/2022
P01696,Diabetes_Drug_199_89mg,Diabetes,Cream,20.27,90.79,297,2358,445,Sanofi,2/1/2022
P01697,Antiviral_Drug_393_101mg,Antiviral,Inhaler,32.76,101.32,293,1755,439,AbbVie,9/27/2022
P01698,Ophthalmic_Drug_77_223mg,Ophthalmic,Capsule,16.64,52.87,421,2831,631,AbbVie,9/7/2022
P01699,Hormone_Drug_117_471mg,Hormone,Tablet,32.61,148.24,382,2346,573,Novartis,4/26/2022
P01700,Diabetes_Drug_253_169mg,Diabetes,Syrup,35.45,90.33,384,2863,576,Bristol-Myers Squibb,8/6/2023
P01701,Ophthalmic_Drug_13_465mg,Ophthalmic,Ointment,20.07,73.72,320,1303,480,Novartis,2/25/2022
P01702,Hormone_Drug_995_226mg,Hormone,Syrup,38.29,132.01,357,721,535,Roche,6/6/2022
P01703,Antiviral_Drug_178_21mg,Antiviral,Tablet,27.76,101.08,161,1182,241,Bristol-Myers Squibb,11/3/2022
P01704,Cardiovascular_Drug_590_278mg,Cardiovascular,Capsule,16.11,74.97,369,2056,553,AbbVie,10/17/2023
P01705,Analgesic_Drug_438_214mg,Analgesic,Inhaler,44.29,109.89,81,685,121,Bayer,10/6/2022
P01706,Dermatological_Drug_2_194mg,Dermatological,Inhaler,37.26,144.68,215,1424,322,Johnson & Johnson,8/6/2023
P01707,Analgesic_Drug_887_421mg,Analgesic,Cream,35.73,125.83,162,2775,243,GSK,12/6/2023
P01708,Antibiotic_Drug_446_232mg,Antibiotic,Capsule,48.23,125.41,476,2050,714,Sanofi,6/16/2023
P01709,Antidepressant_Drug_941_34mg,Antidepressant,Suppository,18.29,71.99,273,1257,409,Johnson & Johnson,4/13/2023
P01710,Oncology_Drug_55_26mg,Oncology,Suppository,40.69,140.13,330,2874,495,Pfizer,3/10/2023
P01711,Gastrointestinal_Drug_133_339mg,Gastrointestinal,Suppository,43.39,160.5,245,1785,367,Johnson & Johnson,2/27/2023
P01712,Gastrointestinal_Drug_244_270mg,Gastrointestinal,Cream,26.7,71.24,161,1066,241,Roche,3/13/2022
P01713,Hormone_Drug_697_105mg,Hormone,Cream,43.62,143.77,196,720,294,Purdue,10/26/2022
P01714,Vitamin_Drug_771_385mg,Vitamin,Capsule,40.61,144.64,488,2632,732,Pfizer,9/5/2022
P01715,Diabetes_Drug_252_131mg,Diabetes,Inhaler,7.26,35.17,463,2326,694,Purdue,1/9/2023
P01716,Vaccine_Drug_156_442mg,Vaccine,Injection,44.83,185.83,79,1613,118,Novo Nordisk,8/30/2022
P01717,Hormone_Drug_52_142mg,Hormone,Inhaler,39.44,159.19,112,1008,168,Bristol-Myers Squibb,12/31/2022
P01718,Antidepressant_Drug_271_369mg,Antidepressant,Suppository,38.19,106.83,118,1639,177,Sanofi,8/29/2022
P01719,Vaccine_Drug_326_183mg,Vaccine,Inhaler,7.33,21.66,486,515,729,Novartis,6/11/2022
P01720,Dermatological_Drug_484_155mg,Dermatological,Cream,46.95,112,122,1720,183,Roche,1/25/2023
P01721,Ophthalmic_Drug_426_485mg,Ophthalmic,Suppository,39.5,117.08,239,2633,358,GSK,2/19/2023
P01722,Antiviral_Drug_161_191mg,Antiviral,Suppository,39.77,151.35,74,2967,111,Bristol-Myers Squibb,10/12/2023
P01723,Antiviral_Drug_288_353mg,Antiviral,Capsule,21.5,102.92,213,911,319,Sanofi,4/9/2023
P01724,Antiviral_Drug_843_198mg,Antiviral,Suppository,42.97,175.45,50,880,75,AbbVie,7/11/2023
P01725,Respiratory_Drug_897_32mg,Respiratory,Tablet,25.73,119.81,441,2665,661,AstraZeneca,3/15/2022
P01726,Hormone_Drug_871_74mg,Hormone,Inhaler,1.81,8.04,469,972,703,Sanofi,12/5/2022
P01727,Vaccine_Drug_79_464mg,Vaccine,Cream,22.04,47.67,435,2487,652,Pfizer,9/23/2022
P01728,Dermatological_Drug_233_399mg,Dermatological,Cream,27.39,128.06,365,2783,547,Sanofi,1/15/2023
P01729,Respiratory_Drug_563_420mg,Respiratory,Ointment,34.72,71.64,101,2244,151,Pfizer,7/24/2022
P01730,Gastrointestinal_Drug_257_185mg,Gastrointestinal,Injection,2.81,7.47,194,2531,291,Johnson & Johnson,7/6/2022
P01731,Cardiovascular_Drug_866_40mg,Cardiovascular,Injection,44.46,115.38,138,1461,207,Purdue,6/17/2023
P01732,Vitamin_Drug_793_358mg,Vitamin,Injection,36.73,109.7,427,2719,640,AbbVie,2/14/2023
P01733,Gastrointestinal_Drug_784_293mg,Gastrointestinal,Cream,17.41,59.07,381,1482,571,Purdue,4/16/2023
P01734,Dermatological_Drug_862_341mg,Dermatological,Injection,25.28,58.65,349,2198,523,Johnson & Johnson,2/3/2023
P01735,Vaccine_Drug_909_132mg,Vaccine,Capsule,10.64,21.79,361,1621,541,AbbVie,6/11/2022
P01736,Dermatological_Drug_717_97mg,Dermatological,Tablet,7.6,27.02,426,1066,639,Roche,12/17/2023
P01737,Respiratory_Drug_189_476mg,Respiratory,Capsule,1.92,9.45,372,2493,558,Roche,10/14/2022
P01738,Dermatological_Drug_641_262mg,Dermatological,Capsule,25.34,81.65,60,661,90,Roche,4/14/2023
P01739,Antibiotic_Drug_275_260mg,Antibiotic,Cream,32.58,134.95,382,1639,573,Novartis,12/24/2023
P01740,Cardiovascular_Drug_934_339mg,Cardiovascular,Tablet,2.88,7.16,485,1780,727,GSK,10/31/2022
P01741,Antiviral_Drug_305_196mg,Antiviral,Suppository,22.04,93.97,413,1312,619,Pfizer,3/31/2023
P01742,Gastrointestinal_Drug_848_146mg,Gastrointestinal,Tablet,45.58,160.79,359,674,538,Bristol-Myers Squibb,10/6/2022
P01743,Antidepressant_Drug_749_171mg,Antidepressant,Injection,22.15,86.43,100,1851,150,Pfizer,10/1/2022
P01744,Ophthalmic_Drug_911_337mg,Ophthalmic,Injection,40.13,196.38,412,1848,618,GSK,10/31/2022
P01745,Diabetes_Drug_239_138mg,Diabetes,Suppository,3.08,7.64,303,2040,454,Merck,12/30/2022
P01746,Antiviral_Drug_525_393mg,Antiviral,Ointment,33.66,155.25,290,1119,435,Pfizer,6/25/2022
P01747,Vaccine_Drug_329_365mg,Vaccine,Syrup,49.61,126.44,290,1879,435,Novo Nordisk,6/7/2023
