TransactionID,Date,ProductID,TransactionType,Quantity,BatchNumber,SupplierID,WarehouseLocation,ExpiryDate,UnitCost,EmployeeID,ReferencePO,ReasonCode,StockLevelAfter
T076877,12/21/2023,P00160,Purchase,1777,BATCH-6739,SUP110,A42,6/11/2025,30.78,EMP034,PO-2022-00146,,39062
T076878,1/4/2023,P00838,Sale,-62,BATCH-7863,,C34,6/30/2024,31.44,EMP012,,,19579
T076879,7/28/2023,P00601,Purchase,931,BATCH-8717,SUP111,D33,9/2/2024,12.09,EMP015,PO-2022-00402,,38740
T076880,11/27/2022,P01539,Purchase,1052,BATCH-8126,SUP093,A46,12/13/2023,27.54,EMP049,,,35694
T076881,8/30/2022,P00357,Purchase,380,BATCH-2339,SUP069,C38,11/14/2024,27.06,EMP011,PO-2022-04669,,24895
T076882,11/18/2022,P00092,Purchase,619,BATCH-6873,SUP084,A20,9/9/2025,8.24,EMP016,,,22708
T076883,11/11/2022,P01090,Purchase,2683,BATCH-9130,SUP005,A36,8/20/2024,34.04,EMP049,PO-2022-03576,,20016
T076884,6/20/2023,P00605,Purchase,694,BATCH-3297,SUP057,B21,6/7/2024,20.5,EMP045,,,34852
T076885,6/29/2023,P01564,Sale,-57,BATCH-2817,,D14,3/5/2025,48.59,EMP040,,,36604
T076886,12/9/2023,P01269,Purchase,2615,BATCH-6279,SUP138,C01,9/20/2026,14.16,EMP005,PO-2022-03942,,27904
T076887,6/8/2022,P00219,Sale,-54,BATCH-3278,,B35,3/11/2023,35.08,EMP046,,,35418
T076888,12/25/2023,P00174,Purchase,1195,BATCH-9405,SUP002,A30,10/2/2024,9.51,EMP046,PO-2022-02089,,23697
T076889,4/9/2022,P00746,Purchase,307,BATCH-8224,SUP086,C39,1/21/2025,37.75,EMP031,PO-2022-01257,,28446
T076890,11/21/2023,P00765,Purchase,2535,BATCH-6654,SUP107,C24,5/19/2025,22.82,EMP018,,,35730
T076891,4/25/2023,P00971,Purchase,2727,BATCH-6321,SUP132,A18,3/3/2024,41.12,EMP002,PO-2022-04074,,29870
T076892,3/23/2023,P01427,Sale,-88,BATCH-4058,,D17,3/4/2026,22.45,EMP038,,,26323
T076893,1/5/2022,P00057,Adjustment,-26,BATCH-4550,,A08,3/31/2024,9.69,EMP021,,COUNT_ERROR,32566
T076894,6/25/2022,P00653,Sale,-5,BATCH-1107,,B09,1/29/2024,9.77,EMP041,,,18948
T076895,10/6/2023,P01567,Purchase,1176,BATCH-8965,SUP018,D22,3/9/2026,10,EMP037,PO-2022-01834,,23746
T076896,1/1/2022,P00710,Sale,-25,BATCH-7106,,B16,7/25/2024,25.62,EMP006,,,40766
T076897,3/15/2023,P00610,Return,40,BATCH-8279,,D17,1/24/2026,7.19,EMP006,,RETURN,33083
T076898,9/19/2023,P01309,Sale,-38,BATCH-5099,,D06,5/27/2024,22.51,EMP031,,,27314
T076899,4/28/2023,P01238,Sale,-95,BATCH-7765,,D48,7/9/2024,49.99,EMP007,,,30505
T076900,8/21/2023,P00611,Purchase,2734,BATCH-6688,SUP041,D48,6/19/2026,44.82,EMP012,PO-2022-00358,,23433
T076901,1/27/2023,P00524,Adjustment,-11,BATCH-1583,,A28,1/28/2025,8.64,EMP039,,RETURN,36929
T076902,12/24/2022,P01267,Return,44,BATCH-6645,,B02,3/31/2025,41.58,EMP033,,RETURN,30323
T076903,7/16/2022,P00553,Sale,-17,BATCH-1510,,A23,4/1/2025,45.55,EMP002,,,24280
T076904,8/6/2022,P01659,Purchase,2939,BATCH-5012,SUP099,B13,5/10/2023,38.31,EMP002,PO-2022-02304,,33784
T076905,6/10/2023,P00597,Sale,-73,BATCH-9345,,A43,12/22/2025,7.33,EMP040,,,31114
T076906,1/24/2023,P00970,Purchase,1141,BATCH-1691,SUP130,B41,10/8/2024,14.88,EMP013,PO-2022-04151,,29778
T076907,6/30/2022,P01472,Purchase,2971,BATCH-7966,SUP016,C22,10/21/2024,33.41,EMP025,PO-2022-04001,,34763
T076908,9/11/2022,P00530,Sale,-93,BATCH-6410,,A35,8/1/2025,41.07,EMP035,,,33986
T076909,10/6/2023,P00282,Purchase,941,BATCH-6971,SUP029,C36,5/8/2024,42.26,EMP021,PO-2022-04707,,23466
T076910,9/21/2022,P01090,Purchase,1726,BATCH-3614,SUP020,D21,3/30/2023,34.04,EMP008,,,21742
T076911,8/15/2022,P00311,Sale,-90,BATCH-7234,,B18,2/17/2025,16.52,EMP012,,,38911
T076912,6/19/2023,P01223,Purchase,1943,BATCH-3298,SUP130,D25,10/11/2024,5.19,EMP038,,,53348
T076913,2/11/2023,P00923,Purchase,2363,BATCH-1949,SUP069,D25,12/10/2025,5.48,EMP025,,,27776
T076914,1/27/2022,P00233,Purchase,334,BATCH-6709,SUP112,C37,11/13/2022,12.37,EMP031,PO-2022-02913,,28661
T076915,8/5/2023,P01908,Purchase,2425,BATCH-7069,SUP043,C04,2/17/2026,28.12,EMP010,PO-2022-03979,,36068
T076916,12/20/2023,P00605,Return,43,BATCH-6441,,D50,6/5/2025,20.5,EMP043,,RETURN,34895
T076917,8/20/2022,P01932,Purchase,2569,BATCH-2215,SUP100,C22,10/28/2024,18.92,EMP045,PO-2022-01636,,36468
T076918,12/9/2023,P00936,Purchase,2887,BATCH-9032,SUP059,A19,10/12/2026,25.93,EMP008,PO-2022-00465,,26660
T076919,11/8/2023,P01347,Purchase,310,BATCH-2708,SUP103,D35,4/1/2025,45.63,EMP024,PO-2022-03900,,23149
T076920,11/8/2023,P01894,Purchase,2122,BATCH-3561,SUP011,B37,11/7/2025,38.35,EMP021,,,31124
T076921,5/21/2023,P01856,Purchase,1522,BATCH-2729,SUP036,B24,9/19/2025,10.26,EMP023,PO-2022-04819,,20121
T076922,10/30/2022,P01890,Sale,-88,BATCH-2685,,D10,7/21/2024,36.61,EMP048,,,33074
T076923,10/29/2023,P01163,Sale,-54,BATCH-6132,,B03,9/10/2025,1.45,EMP049,,,25338
T076924,9/22/2023,P01853,Sale,-5,BATCH-1667,,B24,3/24/2024,20.76,EMP005,,,17540
T076925,11/10/2022,P01582,Purchase,2806,BATCH-6030,SUP124,C03,6/9/2024,46.31,EMP017,PO-2022-04213,,26477
T076926,4/7/2023,P01451,Transfer,50,BATCH-3246,,A10,8/1/2025,32.62,EMP016,,,32194
T076927,12/26/2022,P00896,Purchase,597,BATCH-5159,SUP011,A29,12/3/2025,26.86,EMP029,,,34813
T076928,3/5/2023,P01746,Purchase,2136,BATCH-8652,SUP102,B07,2/23/2025,33.66,EMP047,PO-2022-01239,,31288
T076929,4/29/2022,P00048,Purchase,2239,BATCH-2052,SUP087,C24,6/24/2024,37.16,EMP027,,,31611
T076930,5/22/2022,P00411,Sale,-28,BATCH-1485,,C25,7/15/2023,49.75,EMP030,,,17619
T076931,1/9/2022,P01547,Purchase,314,BATCH-7177,SUP060,B35,8/26/2024,13.99,EMP045,,,27442
T076932,2/28/2022,P00435,Transfer,97,BATCH-4938,,D16,11/4/2024,3.54,EMP026,,,45097
T076933,3/26/2022,P00154,Sale,-69,BATCH-9322,,C09,9/22/2023,10.09,EMP015,,,27689
T076934,8/23/2023,P00409,Return,36,BATCH-8439,,B32,4/26/2026,22.21,EMP040,,RETURN,37120
T076935,9/13/2022,P00241,Write-off,-88,BATCH-6443,,C12,10/4/2024,19.74,EMP029,,THEFT,43963
T076936,6/12/2022,P01297,Purchase,464,BATCH-4525,SUP131,A15,6/13/2023,39.81,EMP003,PO-2022-02139,,24917
T076937,1/3/2023,P00167,Sale,-68,BATCH-4766,,C16,7/16/2025,42.71,EMP029,,,40412
T076938,12/11/2023,P01043,Sale,-42,BATCH-5780,,A12,1/25/2025,40.33,EMP047,,,24642
T076939,9/29/2022,P01770,Purchase,2969,BATCH-8601,SUP021,D18,6/9/2023,7.67,EMP018,PO-2022-00735,,36644
T076940,1/28/2022,P00288,Sale,-58,BATCH-4624,,B15,5/13/2024,7,EMP019,,,40394
T076941,5/17/2022,P01845,Adjustment,27,BATCH-9187,,B43,1/26/2025,12.09,EMP048,,OTHER,32001
T076942,9/19/2023,P00799,Purchase,812,BATCH-4581,SUP115,C20,8/5/2026,37.62,EMP045,,,26415
T076943,11/14/2023,P00064,Sale,-9,BATCH-3776,,A35,8/11/2026,21.88,EMP006,,,29619
T076944,1/19/2022,P00995,Sale,-28,BATCH-1322,,A02,3/5/2023,27.93,EMP030,,,22140
T076945,11/24/2022,P01573,Purchase,2150,BATCH-4863,SUP113,A26,8/11/2025,29.08,EMP033,,,37508
T076946,8/2/2023,P01388,Purchase,2391,BATCH-5340,SUP129,B41,3/29/2026,4.91,EMP011,PO-2022-04262,,26355
T076947,11/11/2023,P00489,Purchase,1489,BATCH-7692,SUP056,A02,9/18/2025,1.41,EMP024,PO-2022-02905,,21865
T076948,7/28/2023,P00091,Purchase,2630,BATCH-6571,SUP125,C50,7/2/2024,19.15,EMP004,,,43094
T076949,12/1/2022,P01408,Sale,-86,BATCH-7694,,C01,6/28/2025,27.68,EMP028,,,32667
T076950,1/4/2023,P01288,Purchase,1163,BATCH-3522,SUP095,A07,6/5/2024,37.46,EMP029,PO-2022-01156,,36177
T076951,7/10/2022,P00408,Purchase,870,BATCH-5785,SUP046,D47,4/28/2025,34.3,EMP001,PO-2022-02198,,29658
T076952,4/29/2022,P01549,Purchase,2071,BATCH-6211,SUP121,A12,3/16/2024,19.15,EMP035,,,29771
T076953,12/16/2023,P00675,Purchase,1718,BATCH-9666,SUP029,B40,3/5/2026,21.12,EMP016,PO-2022-00858,,29340
T076954,2/2/2022,P00206,Return,22,BATCH-9015,,C31,7/2/2024,9.19,EMP037,,RETURN,35081
T076955,12/2/2023,P01651,Purchase,1517,BATCH-1987,SUP041,A37,6/19/2024,40.8,EMP033,PO-2022-00920,,22189
T076956,9/27/2023,P01699,Sale,-86,BATCH-5377,,C11,5/7/2025,32.61,EMP049,,,16222
T076957,4/28/2023,P01305,Sale,-92,BATCH-2015,,B18,1/7/2024,7.23,EMP044,,,34765
T076958,10/7/2022,P00820,Sale,-26,BATCH-5667,,A37,4/20/2024,32.32,EMP022,,,31039
T076959,10/3/2023,P01984,Sale,-71,BATCH-2189,,C13,12/24/2024,12.33,EMP038,,,39547
T076960,4/15/2022,P01536,Sale,-92,BATCH-2248,,A39,1/20/2024,7.1,EMP037,,,28625
T076961,9/24/2023,P00504,Sale,-22,BATCH-7620,,A03,8/23/2024,4.93,EMP018,,,24042
T076962,10/25/2022,P01681,Sale,-84,BATCH-4496,,D08,6/13/2025,36.5,EMP047,,,33823
T076963,1/25/2022,P00439,Sale,-4,BATCH-2136,,A43,10/9/2024,48.38,EMP038,,,33865
T076964,3/8/2022,P01622,Sale,-42,BATCH-2864,,C42,10/3/2024,11.9,EMP033,,,30466
T076965,10/3/2022,P00768,Adjustment,-10,BATCH-5056,,C50,4/19/2025,36.17,EMP043,,OTHER,32427
T076966,6/11/2023,P00731,Purchase,1252,BATCH-5795,SUP006,B10,3/5/2024,29.59,EMP022,PO-2022-03785,,42291
T076967,1/17/2023,P00267,Return,17,BATCH-8619,,D29,2/10/2024,9.53,EMP012,,RETURN,39357
T076968,6/1/2023,P00295,Purchase,1259,BATCH-8821,SUP148,D43,1/27/2026,33.19,EMP047,,,30287
T076969,12/4/2022,P01474,Purchase,712,BATCH-7241,SUP051,B43,8/6/2023,16.61,EMP038,PO-2022-02926,,60034
T076970,7/19/2023,P01263,Purchase,2215,BATCH-7286,SUP076,B29,3/13/2025,28.3,EMP023,PO-2022-00203,,26106
T076971,12/28/2023,P00315,Sale,-55,BATCH-1578,,A47,11/8/2025,5.56,EMP009,,,37496
T076972,3/8/2022,P01183,Purchase,721,BATCH-8191,SUP031,B42,7/22/2024,14.38,EMP041,PO-2022-04891,,29957
T076973,11/12/2023,P00708,Sale,-69,BATCH-8252,,A39,8/9/2025,45.56,EMP004,,,32338
T076974,10/9/2022,P01174,Purchase,2679,BATCH-7169,SUP011,C16,8/1/2025,29.68,EMP047,PO-2022-04363,,19122
T076975,10/29/2022,P00180,Purchase,631,BATCH-9755,SUP145,D01,1/25/2024,21.57,EMP036,PO-2022-00423,,28720
T076976,10/19/2022,P01853,Purchase,286,BATCH-9909,SUP091,D21,7/28/2025,20.76,EMP047,,,17826
T076977,6/4/2023,P01328,Purchase,618,BATCH-7560,SUP034,A45,4/12/2024,4.27,EMP025,PO-2022-03045,,32301
T076978,7/28/2023,P01126,Sale,-70,BATCH-2760,,D14,6/14/2026,46.39,EMP030,,,20029
T076979,9/10/2022,P00372,Sale,-14,BATCH-7845,,B06,9/29/2024,36.41,EMP009,,,24833
T076980,3/8/2023,P00339,Purchase,579,BATCH-7010,SUP033,D20,8/12/2024,1.27,EMP044,,,10893
T076981,6/14/2023,P01427,Purchase,1692,BATCH-9203,SUP034,A38,6/3/2025,22.45,EMP024,,,28015
T076982,12/18/2023,P01694,Purchase,965,BATCH-7453,SUP107,B09,5/28/2026,32.11,EMP030,PO-2022-04340,,29109
T076983,12/4/2023,P00996,Sale,-60,BATCH-6204,,A02,3/16/2026,8.89,EMP048,,,27894
T076984,9/23/2023,P01408,Return,49,BATCH-4859,,D10,8/11/2024,27.68,EMP002,,RETURN,32716
T076985,4/20/2023,P01962,Sale,-89,BATCH-7813,,B04,12/25/2024,26.93,EMP046,,,35109
T076986,1/18/2022,P01543,Sale,-61,BATCH-3391,,B36,2/13/2023,21.49,EMP006,,,29974
T076987,8/4/2022,P00971,Sale,-17,BATCH-2587,,B21,10/19/2023,41.12,EMP011,,,29853
T076988,7/1/2023,P01650,Sale,-68,BATCH-1837,,B20,8/21/2024,38.8,EMP038,,,31247
T076989,4/7/2023,P01893,Purchase,771,BATCH-5539,SUP136,A18,4/3/2024,9.75,EMP010,PO-2022-03953,,35422
T076990,9/2/2022,P00763,Sale,-59,BATCH-2267,,D04,11/28/2023,38.68,EMP030,,,18981
T076991,3/3/2023,P00979,Sale,-14,BATCH-4539,,A33,6/28/2024,15.98,EMP027,,,29255
T076992,7/14/2022,P01224,Sale,-33,BATCH-4982,,D25,3/1/2025,30.64,EMP020,,,24092
T076993,3/12/2023,P01812,Purchase,2289,BATCH-3176,SUP057,B36,9/29/2024,13.59,EMP030,PO-2022-01727,,40151
T076994,11/15/2023,P01199,Sale,-90,BATCH-4300,,C44,7/12/2025,30.61,EMP037,,,33632
T076995,1/30/2023,P01078,Adjustment,-19,BATCH-2951,,A37,4/12/2024,4.82,EMP048,,THEFT,20275
T076996,10/20/2022,P00187,Purchase,1019,BATCH-6598,SUP126,B39,8/14/2023,38.1,EMP024,,,30624
T076997,7/8/2022,P00596,Adjustment,-29,BATCH-1006,,C02,5/13/2024,21.95,EMP032,,RETURN,27242
T076998,4/1/2023,P00323,Purchase,2003,BATCH-9643,SUP017,D16,11/30/2025,40.56,EMP025,PO-2022-01649,,34618
T076999,3/3/2023,P00260,Return,13,BATCH-3060,,A30,2/13/2025,24.92,EMP019,,RETURN,26577
T077000,5/2/2023,P01305,Sale,-13,BATCH-3813,,A28,9/8/2025,7.23,EMP031,,,34752
T077001,2/21/2022,P00688,Purchase,1948,BATCH-6308,SUP072,C39,10/25/2023,49.08,EMP010,,,34379
T077002,2/10/2023,P01050,Sale,-36,BATCH-2131,,A31,2/9/2025,31.06,EMP028,,,32528
T077003,1/24/2022,P00904,Sale,-82,BATCH-5510,,C48,11/5/2022,6.57,EMP021,,,27611
T077004,4/9/2022,P01569,Purchase,342,BATCH-5158,SUP120,D49,9/18/2024,17.4,EMP031,,,33195
T077005,10/16/2023,P00802,Return,19,BATCH-9463,,C23,3/27/2026,14.64,EMP030,,RETURN,28519
T077006,1/11/2023,P00512,Purchase,643,BATCH-3285,SUP146,B14,7/18/2024,47.49,EMP037,,,18031
T077007,12/8/2023,P01797,Purchase,462,BATCH-8543,SUP113,D49,7/29/2024,11.14,EMP046,PO-2022-04836,,35750
T077008,9/13/2023,P00860,Sale,-64,BATCH-5933,,A42,3/2/2025,4.46,EMP023,,,32529
T077009,2/4/2022,P00568,Sale,-96,BATCH-4662,,D22,12/24/2023,6.7,EMP045,,,28066
T077010,2/26/2023,P01219,Sale,-62,BATCH-3870,,A11,1/21/2024,16.89,EMP027,,,38498
T077011,10/2/2023,P01494,Sale,-68,BATCH-3395,,D35,11/25/2024,19.76,EMP004,,,12107
T077012,3/9/2022,P00447,Sale,-38,BATCH-1498,,B48,4/23/2024,23.06,EMP039,,,32167
T077013,4/22/2023,P01956,Purchase,2750,BATCH-9374,SUP033,D19,9/13/2025,5.88,EMP017,,,25585
T077014,1/11/2022,P01265,Sale,-15,BATCH-1292,,C39,7/17/2023,40.35,EMP031,,,21756
T077015,3/3/2022,P00682,Return,19,BATCH-8198,,C17,5/12/2024,34.83,EMP044,,RETURN,44962
T077016,11/26/2023,P01454,Return,41,BATCH-7256,,C20,9/18/2025,18.86,EMP036,,RETURN,33421
T077017,8/21/2023,P00765,Purchase,1515,BATCH-4350,SUP097,A37,3/20/2025,22.82,EMP005,,,37245
T077018,12/4/2023,P01034,Purchase,2021,BATCH-1649,SUP146,A09,3/20/2025,17.94,EMP026,,,31742
T077019,6/22/2023,P00849,Sale,-36,BATCH-1204,,B36,1/22/2024,14.48,EMP003,,,25605
T077020,4/30/2022,P00042,Purchase,1428,BATCH-6150,SUP096,C05,11/2/2022,2.76,EMP025,,,38774
T077021,10/1/2023,P01835,Adjustment,-9,BATCH-2556,,B41,4/28/2025,23.35,EMP039,,THEFT,45057
T077022,5/7/2022,P01694,Sale,-67,BATCH-1103,,C14,10/9/2023,32.11,EMP047,,,29042
T077023,11/19/2022,P01154,Purchase,772,BATCH-9662,SUP013,B36,6/27/2025,23.24,EMP043,PO-2022-00685,,23863
T077024,8/24/2023,P01356,Purchase,691,BATCH-2223,SUP093,A44,9/29/2025,16.21,EMP026,PO-2022-04766,,34927
T077025,8/2/2022,P00516,Sale,-44,BATCH-1078,,D26,1/14/2024,43.29,EMP043,,,22021
T077026,6/23/2022,P00625,Adjustment,-27,BATCH-5784,,D06,12/2/2024,46.6,EMP046,,DAMAGE,38434
T077027,12/10/2023,P00595,Purchase,654,BATCH-1105,SUP109,A35,12/4/2024,29.31,EMP049,PO-2022-01813,,28243
T077028,8/12/2023,P01442,Sale,-65,BATCH-2066,,D32,11/8/2024,34.63,EMP042,,,21360
T077029,6/3/2023,P01459,Sale,-34,BATCH-5288,,B40,1/29/2025,42.09,EMP038,,,32429
T077030,4/21/2022,P01315,Sale,-98,BATCH-4214,,B45,10/21/2024,36.52,EMP001,,,17445
T077031,11/22/2023,P00925,Sale,-32,BATCH-9284,,B48,6/25/2026,24.18,EMP008,,,25854
T077032,10/15/2022,P01048,Purchase,1026,BATCH-1075,SUP082,A18,3/8/2024,2.86,EMP045,,,34395
T077033,3/5/2023,P00406,Purchase,702,BATCH-1415,SUP067,A38,3/12/2024,36.52,EMP034,PO-2022-02062,,33704
T077034,2/17/2023,P01439,Purchase,1341,BATCH-4439,SUP021,B35,6/26/2024,14.32,EMP035,PO-2022-04336,,29866
T077035,11/8/2023,P00343,Purchase,335,BATCH-1610,SUP101,A27,9/29/2024,21.14,EMP005,PO-2022-02685,,39700
T077036,11/29/2022,P01788,Sale,-22,BATCH-4212,,A19,9/12/2025,4.35,EMP028,,,34839
T077037,12/28/2023,P00245,Adjustment,11,BATCH-1909,,A40,3/26/2025,30.43,EMP027,,EXPIRED,40453
T077038,1/27/2022,P01962,Purchase,1718,BATCH-5592,SUP086,D37,9/28/2023,26.93,EMP044,PO-2022-02853,,36827
T077039,2/16/2022,P01894,Purchase,1885,BATCH-3133,SUP031,A09,3/16/2023,38.35,EMP029,PO-2022-04832,,33009
T077040,3/16/2023,P01774,Sale,-14,BATCH-3579,,B48,12/2/2023,22.12,EMP038,,,23858
T077041,9/12/2022,P00749,Sale,-56,BATCH-8322,,B45,11/23/2023,9.8,EMP039,,,22702
T077042,6/20/2022,P00830,Sale,-20,BATCH-9886,,B06,4/8/2024,31.96,EMP023,,,37385
T077043,10/11/2022,P00543,Sale,-46,BATCH-1606,,D15,5/26/2024,37.79,EMP017,,,37585
T077044,7/25/2022,P00004,Purchase,460,BATCH-1457,SUP140,A10,9/15/2024,12.41,EMP039,PO-2022-04210,,41310
T077045,7/10/2022,P01796,Sale,-34,BATCH-3228,,C05,5/22/2025,18.1,EMP001,,,34107
T077046,5/30/2022,P00125,Purchase,2945,BATCH-1696,SUP062,D45,12/13/2022,16.19,EMP004,PO-2022-04786,,39003
T077047,1/21/2023,P00534,Sale,-57,BATCH-5805,,A12,7/23/2023,40,EMP040,,,32372
T077048,4/18/2023,P01570,Sale,-72,BATCH-8995,,D13,12/26/2023,17.44,EMP006,,,43881
T077049,12/7/2023,P01250,Sale,-98,BATCH-5188,,B20,4/3/2026,13.81,EMP004,,,36853
T077050,8/2/2022,P01355,Purchase,1107,BATCH-8577,SUP079,D12,3/23/2025,20.95,EMP007,PO-2022-01683,,34742
T077051,5/20/2022,P01432,Purchase,2346,BATCH-9326,SUP035,C01,1/21/2023,35.21,EMP046,PO-2022-00372,,29021
T077052,10/23/2022,P01832,Sale,-5,BATCH-1171,,C30,3/21/2024,38.97,EMP017,,,28663
T077053,9/8/2023,P01062,Purchase,963,BATCH-3691,SUP005,D33,3/16/2025,12.18,EMP049,PO-2022-01237,,41714
T077054,1/5/2023,P00636,Purchase,601,BATCH-7472,SUP020,A49,10/7/2024,26.3,EMP025,,,31130
T077055,9/23/2023,P00249,Sale,-7,BATCH-4241,,C08,1/22/2025,46.22,EMP035,,,21557
T077056,6/9/2023,P01195,Purchase,1565,BATCH-8762,SUP110,A36,6/21/2025,19.12,EMP035,,,23700
T077057,9/26/2023,P01154,Purchase,2472,BATCH-7661,SUP133,C30,8/31/2024,23.24,EMP041,PO-2022-01749,,26335
T077058,9/15/2023,P00839,Purchase,2668,BATCH-9667,SUP142,B41,4/15/2025,45.68,EMP013,PO-2022-04648,,29325
T077059,4/21/2023,P01904,Purchase,2252,BATCH-1406,SUP105,D32,12/22/2023,27.34,EMP036,,,40008
T077060,3/5/2023,P01890,Sale,-60,BATCH-4417,,A45,8/1/2024,36.61,EMP030,,,33014
T077061,12/9/2023,P00462,Purchase,2601,BATCH-9074,SUP091,D02,12/23/2024,26.17,EMP007,,,28784
T077062,12/11/2022,P00003,Purchase,2444,BATCH-5285,SUP062,D10,9/29/2023,15.91,EMP006,PO-2022-00113,,16681
T077063,9/4/2023,P00571,Adjustment,9,BATCH-4521,,A15,5/14/2025,9.91,EMP014,,THEFT,23485
T077064,4/28/2022,P00063,Purchase,1923,BATCH-5225,SUP074,C34,2/24/2024,27.75,EMP039,PO-2022-03187,,33702
T077065,1/19/2022,P00850,Purchase,2318,BATCH-6209,SUP117,B39,9/1/2024,11.67,EMP044,PO-2022-03489,,38751
T077066,11/8/2023,P01999,Sale,-45,BATCH-2520,,A02,6/11/2025,43.71,EMP002,,,28940
T077067,12/9/2023,P00044,Purchase,1698,BATCH-7223,SUP112,C03,1/31/2025,23.41,EMP032,PO-2022-00596,,30707
T077068,11/10/2022,P00764,Sale,-37,BATCH-1767,,C09,1/4/2024,2.83,EMP022,,,34173
T077069,4/7/2022,P00298,Sale,-68,BATCH-4735,,B07,6/14/2023,18.02,EMP001,,,42005
T077070,10/31/2022,P00232,Sale,-80,BATCH-5513,,A26,8/3/2025,24.17,EMP043,,,33884
T077071,5/26/2022,P00870,Adjustment,25,BATCH-9906,,B20,12/1/2024,31.32,EMP002,,RETURN,38974
T077072,7/12/2022,P01354,Purchase,2883,BATCH-2576,SUP079,B04,5/6/2023,10.72,EMP006,,,27707
T077073,4/9/2022,P01852,Purchase,2860,BATCH-7694,SUP079,D29,3/12/2023,33.09,EMP010,,,33227
T077074,11/29/2023,P01174,Sale,-34,BATCH-6945,,B17,9/14/2026,29.68,EMP020,,,19088
T077075,11/26/2022,P01953,Sale,-45,BATCH-3430,,A46,7/16/2024,43.53,EMP013,,,33971
T077076,1/10/2023,P01751,Purchase,339,BATCH-6908,SUP092,D35,9/21/2024,5.53,EMP012,,,41921
T077077,10/14/2022,P00774,Purchase,261,BATCH-1642,SUP072,D47,6/11/2024,43.35,EMP025,PO-2022-02573,,30876
T077078,6/16/2022,P01997,Purchase,2757,BATCH-6900,SUP075,C09,2/20/2025,2.68,EMP023,,,44652
T077079,5/28/2022,P01801,Sale,-43,BATCH-6979,,B31,6/15/2024,40.36,EMP044,,,20692
T077080,10/18/2022,P01005,Return,5,BATCH-7555,,D33,7/24/2024,20.53,EMP025,,RETURN,38346
T077081,4/10/2023,P00993,Purchase,253,BATCH-4782,SUP118,C09,9/18/2024,41.36,EMP007,PO-2022-04513,,49370
T077082,1/10/2022,P00971,Purchase,1240,BATCH-6641,SUP004,B18,4/20/2023,41.12,EMP024,,,31093
T077083,12/11/2022,P00477,Sale,-30,BATCH-2156,,B38,2/14/2024,29.02,EMP048,,,32498
T077084,8/23/2022,P00057,Write-off,-59,BATCH-4052,,D39,7/28/2025,9.69,EMP023,,OTHER,32507
T077085,3/30/2023,P00793,Purchase,454,BATCH-6433,SUP054,A34,3/5/2025,40.04,EMP049,,,38823
T077086,8/19/2022,P01575,Purchase,663,BATCH-6742,SUP095,A07,6/15/2025,46.67,EMP035,PO-2022-00359,,27850
T077087,8/15/2022,P00394,Sale,-25,BATCH-9755,,A21,5/18/2024,10.76,EMP038,,,24834
T077088,9/25/2022,P00719,Adjustment,-28,BATCH-7964,,C16,1/14/2025,32.5,EMP039,,THEFT,23297
T077089,2/10/2022,P00758,Sale,-16,BATCH-7965,,A11,3/2/2024,27.11,EMP019,,,31388
T077090,1/3/2022,P00657,Sale,-20,BATCH-4785,,B35,8/9/2024,47.9,EMP038,,,34664
T077091,5/18/2022,P01707,Purchase,2196,BATCH-1822,SUP058,B12,3/11/2023,35.73,EMP022,,,22171
T077092,3/16/2023,P01428,Sale,-96,BATCH-5776,,D28,3/15/2024,19.44,EMP009,,,41431
T077093,8/10/2023,P01045,Sale,-22,BATCH-9607,,A28,10/15/2025,9.96,EMP035,,,23769
T077094,6/20/2022,P00199,Purchase,2273,BATCH-6550,SUP111,D30,12/7/2024,26.19,EMP034,PO-2022-01386,,35567
T077095,8/15/2022,P01534,Purchase,881,BATCH-6819,SUP040,A11,3/23/2024,19.47,EMP016,PO-2022-04420,,34094
T077096,9/15/2022,P01714,Sale,-54,BATCH-3387,,C21,3/2/2024,40.61,EMP032,,,35929
T077097,7/12/2023,P01775,Sale,-78,BATCH-6357,,C32,6/22/2025,1.18,EMP045,,,34056
T077098,12/2/2022,P00696,Sale,-46,BATCH-8601,,A01,9/26/2025,17.91,EMP016,,,31483
T077099,4/14/2023,P01201,Purchase,1346,BATCH-7255,SUP067,B36,7/10/2024,12.87,EMP038,,,20003
T077100,3/12/2022,P01693,Purchase,2889,BATCH-8526,SUP129,B08,5/8/2024,19.13,EMP003,PO-2022-02565,,28676
T077101,7/6/2023,P00112,Purchase,2762,BATCH-9757,SUP064,B47,10/1/2024,2.64,EMP005,PO-2022-04299,,31370
T077102,2/17/2022,P01307,Purchase,2402,BATCH-5736,SUP115,C34,9/17/2023,3.05,EMP022,PO-2022-02847,,31461
T077103,12/6/2022,P01505,Return,30,BATCH-4634,,D32,11/2/2024,34.05,EMP034,,RETURN,32170
T077104,6/14/2022,P00027,Sale,-74,BATCH-2317,,A02,9/21/2023,46.31,EMP045,,,26883
T077105,2/15/2022,P00583,Sale,-9,BATCH-2411,,B48,9/14/2023,14.71,EMP046,,,31915
T077106,2/9/2022,P01254,Sale,-65,BATCH-2899,,A18,11/27/2022,3.57,EMP027,,,9968
T077107,6/11/2023,P01232,Sale,-86,BATCH-8977,,A36,1/19/2024,6.16,EMP023,,,28695
